Transcript,Actual_Label,Predicted_Label,Phishing_Score(%),Is_Correct
집안일 끝나고 왔어요~ 2시간이나 걸렸네요! 뭐하고 계세요? 집안일이 보통 힘든게 아닌데~~ 고생하셨어요 ㅎㅎ 저는 헌혈 하러 왔어요! 우와~ 멋있네욧! 헌혈 자주하세요?ㅎㅎㅎ. 네 ㅎㅎ 아프긴 하지만 자주해요~~ 전 AB형인데 무슨 혈액형이에요~? 저는 비형이에요~ 에이비형은 귀해서 헌혈하면 참 좋겠네요! 그렇죠? ㅎㅎ 그러게요~~~ 헌혈 다 하고 마트가서 술을 좀 사가야 할 거같네요 ㅎㅎ. 엇 술은 왜요? 술 자주 드시나요?ㅎㅎ. 주말에 친구들을 초대했거든요~~~ 그래서 소주랑 맥주 등 여러 종류의 술을 사려구요 ㅎㅎ. 오~~ 저도 주류라면 다 좋아해요! 와인도 좋아하세요? 와인 너무 좋아합니다 ㅎㅎ 고급술 아닌가요~~? 하하 2만원짜리도 많아요~~ 주류백화점 가보신 적 있으세요? 아뇨 ㅎㅎ 아직 가보진 못했는데 가보고 싶은걸요~? 추천드릴께요! 주류 할인 많이하거든요! 아 아까 여행계획표 짜신다는건 다 짜셨나요? ㅎㅎ 네네 베트남으로 정했답니다~~ 커피 꼭 마셔보고 올게요^^,정상,피싱,100.0%,X
앗 제가 채팅하다가 1 시간동안 깜빡 낮잠을 잤네요~~ 마트 잘 다녀오셨어요? ㅎㅎㅎ 네네 3만원 이상 구매하니 마트에서 배달을 집까지 해 주더라구요~~ 좋은 세상이에요^^ 오~~ 정말 좋네욧! 친구분은 몇분이나 놀러오세요? 저 포함 6명정도와요~~~ 소주랑 맥주를 많이 사긴했는데 모자랄까봐 겁나네요 ㅎㅎ. 오~ 많이 오시네요! 안주는 어떤거 준비하실건가요? 저도 놀러가고 싶네요~~ 그러게요~우선 감바스랑 닭도리탕 등 하려고 하는데 또 추천 해 주실수 있나요? 오~~ 요리를 잘하시나봐요? 저는 모든 주류에 잘 어울리는 오뎅탕 추천드려요! 어떤가요? 요리를 좋아해요 ㅎ오뎅탕 약간 얼큰하게 끓여 먹으면 정말 맛있죠~~~ 오뎅탕 접수 받겠습니다 하하하. 부럽네요! 주량은 혹시 어떻게 되세요? ㅎㅎ. 저는 소주 2병까지는 거뜬히 마시는거 같아요 ㅎㅎ 잘 마시는 편인가요? 여자분인데 진짜 잘드시네요~ 저는 주량이 약해요.... ㅎㅎ 그래요~~~? 주량만큼만 즐겨 드시면 되죠 ㅎㅎ. 주량이 약학 편치고 주류를 좋아하는게 아이러니합니다! 전 이제 가끔 듣는다 말씀드렸던 팝음악을 들으려고 하는데 이제 뭐하실 거예요? 저도 집안일을 좀 해보려구요~~~ 다시 연락해요 ㅎㅎ.,정상,피싱,99.9%,X
어제 미처 연락을 또 못드렸어요~~ 오늘도 날이 더워요~ 제가 싫어하는 날씨 연속이네요! 휴 일어나셨나요? 네네 ㅎㅎ 아 근데 차키를 어디다 뒀는지 안 보이네요 ㅠㅠ. 앗 어디 나가셔야하나봐요! 여분의 키 없나요? 아시겠지만 제가 물건을 자주 잃어버리는 편이라서...분명 집에 있을거 같은데 ㅠㅠ 여분의 키도 안 보여요. 아... 정말 당황스러우시겠어요.. 급하면 택시타셔야하는거 아니에요? 그래야할거같아요~~~ 좀있다 다녀와서 찾아봐야죠! 아! 네 그리고 앞으로 물건 두는 곳을 정해두는거 어떠세요? 현관에 자석으로 거는 거치대가 있던데 거기에 늘 놓아야겠어요 ㅠㅠ 매일 정신없이 찾는것도 번거롭네요. 맞아요! 그럼 잃어버리는 걸 조금이라도 줄일 수 있을 거 같아서요! 오늘은 어디가세요? 감사합니다 ㅎㅎ 저는 종교가 있어서 교회를 가려구요~ 종교 있으신가요? 아~ 아니요! 저는 무교입니다.. 교회생활 재밌나요? ㅎㅎ 종교의 자유를 존중합니다~~~ 저는 기도드리고 나면 마음이 편안해지더라구요^^ 그렇군요^^ 그럼 오늘 교회 잘다녀오세요! 베트남 여행 후기도 다음에 꼭 들려주시구요! 알겠습니다^^좋은하루 보내세요~,정상,피싱,100.0%,X
"안녕하세요! 금요일이라 기분이 너무 좋네요.  안녕하세요 저는 40대 여성입니다.  네, 저는 30대 여성이고 수화통역 일을 하고 있어요. 무슨 일 하세요? 저는 프리랜서로 일하고있어요.  프리랜서면 어떤 분야의 일을 하시는 건가요? 작가로 일하고있어요 . 일주일에 한두번 자전거로 출퇴근하고 , 오후에는 낮잠을 자요  와, 글쓰는 일을 하시는 구나. 오후에 낮잠 정말 부럽네요. 이제 곧 점심시간인데 뭐 드실 건가요? 저는 떡볶이를 먹을거에요 . 매운음식을 먹으면 스트레스가 풀리자나요  저도 매운 음식 좋아해서 스트레스 받을 때 엽기떡볶이 먹어요. 오늘 저희 사무실에서는 냉면집을 가자고 해서 저는 뭘 먹을까 고민중이에요. 저는 냉면을 안 먹거든요.  매운 떡볶이에 냉면도 참 맛있겟네요! 매운걸 먹고 항상 저는 블루베리를 즐겨먹어요 매운거 먹고 입가심으로 블루베리 좋죠. 저도 오늘 퇴근하고 친구 만나기로 했는데 떡볶이 먹자고 해야겠어요.  퇴근후에 떡볶이랑 맥주를 먹어봐요 정말 잘어울려요! 안좋은 버릇인데 제가 약속에 자주 늦거든요. 아직 시간도 이른데 친구가 오늘은 늦지 말라고 신신당부를 하네요. 다음부터는 서둘러 준비해야겠어요. 저도 이만 준비해서 나가봐야겟어요. 다음에 또 대화나눠요 ",정상,피싱,99.9%,X
이제 6시간이 지나서 퇴근시간이 다 됐네요. 저는 친구랑 약속이 펑크가 났어요.  저는 자전거로 퇴근후 오랜만에 콘솔게임을 하려고 신작 게임을 구매하고 돌아왔어요  벌써 퇴근하셨구나. 저는 이제 퇴근하려고 해요. 콘솔게임 좋아하시나 봐요.  네 저는 닌텐도를 자주해요. 콘솔게임은 플스가 최고지만 저는 닌텐도가 잘맞더라구요 게임을 잘 아시는구나. 저는 게임 잘 모르거든요. 다들 재밌다고 해서 한 번 해보고 싶긴 해요.  콘솔게임은 처음에 할때 너무 익숙하지 않아서 어렵지만 할수록 재밋는거 같아요  종류가 뭐가 되게 많더라구요. 오늘 어떤 게임 사신 거에요? 스플래툰 이라는 게임이 새로나와서 구매했어요. 물총을 쏴서 구역을 상대보다 많이 선점하면 이기는 게임이죠  스플래툰이라니 이름도 생소한 게임이네요. 콘솔 게임은 하다보면 시간 가는 줄 모를 것 같아요.  맞아요. 게임을 하다보면 시간가는줄 몰라서 밤을 지새운적도 있어요  저는 하려면 엄청난 자제력이 필요하겠네요.  또 콘솔게임에서 닌텐도 유명한 게임에 젤다의 전설 이라는 게임이 있는데 그 게임은 엄청 유명해요  젤다의 전설이요? 이것도 처음 들어요. 어떤 게임이에요? 젤다의 전설은 무너진 마을을 다시 일으켜세우면서 일어나는 에피소드들을 가지고 링크라는 주인공이 해쳐나가는 게임이에요. 새로 산 게임을 한번 해보려구요  새로 산 게임 하러 이만 가볼게요 다음에 또 대화나눠요 ,정상,피싱,99.8%,X
"마지막 대화 한지가 한달도 넘었네요. 그동안 잘 지내셨죠? 그동안 잘 지냈나요? 저는 한참 여가생활을 게임을 하면서 보냈어요.  저도 드디어 닌텐도를 해봤어요. 너무 재밌더라구요.  닌텐도 어떤게임을 하셧나요? 저는 집에 게임방을 만들었어요. 와 게임에 진심이시군요. 저는 몰랐는데 조카들이 하고 있던 게임이 닌텐도 였더라구요. 되게 여러가지 게임을 하던데 무슨 게임인지는 모르겠네요.  게임을 더 큰 화면으로 보고싶어서 모니터를 구매했어요 제가 게임을 안하는 사람이다 보니까 잘 모르는데 TV에서도 게임 좋아하는 연예인들 보면 게임방 만들어 놓고 그렇게 하던데 님도 그렇게 만드신거에요? 그렇게 거창하게 할 수는 없엇지만 큰 화면으로 게임을 즐기니 더 즐겁네요  취미를 제대로 즐기시는 거 같아서 좋아보여요. 연예인들 보니까 진짜 PC방같이 옆에 간식 트레이도 갖다놓고 기분 제대로 내더라구요.  콘솔게임을 즐기면서 하니 조금 더 젊어지는 느낌도 들고 활력이 생기네요  그래도 건강 생각해서 너무 오랜시간 하지는 마세요. 저도 조카들 하는 거 옆에서 구경하는데도 시간 가는 줄 모르겠더라구요.  걱정해주셔서 감사해요. 게임을 너무 몰입해서 하다보면 그럴 수 있을거같아요  네, 취미가 있다는 건 좋은거니까 눈 피로도 한 번씩 풀어주면서 하면 좋을 거 같아요. 오늘 대화도 즐거웠어요.  저도 이만 쉬어야겠어요. 즐거운 대화 나눴어요 다음에 또 만나요 ",정상,피싱,86.0%,X
"벌써 일주일 가까이 됐네요. 전 주말에 조카들하고 닌텐도 하면서 재밌었어요.  시간이 많이 흘렀네요 오랜만이에요~  조카들과 콘솔게임을 즐기셧나요?  네, 4명까지 같이 게임을 할 수 있더라구요.  네 맞아요 마리오 게임은 콘솔로 할 수 있어서 신나요 자동차 운전게임도 할 수 있어요 별의별 게임이 다 있더라구요, 저한테는 신세계였어요.  너무 즐거운 시간이였겟어요. 저도 최근에 조카들에게 선물해서 같이 게임속에서 만나서 게임을 하곤했네요  게임도 종류도 엄청 많아서 선택장애가 올 정도더라구요.  맞아요! 게임사업이 커지면서 콘설게임도 활성화 된 것 같아요 닌텐도는 보니까 운동도 할 수 있는 게임도 있더라구요. 재밌게 게임하면서 운동할 수 있는건 좋은 거 같아요.  맞아요 닌덴도 스포츠 라는 게임은 테니스를 집에서 즐길 수 있어요.  안그래도 운동해야하는데 게임하면서 하면 좋겠더라구요. 저도 닌텐도를 사야하나 고민중이에요.  집에서 즐겁게 게임을 통해서 운동할 수 있는게 함께 할 수 있는 장점도 있고 좋았어요. 맞아요, 가족들하고 다같이 할 수 있어서 더 좋더라구요, 언제 님하고 온라인에서 만나서 게임 한 번 하고 싶네요.  너무 재밋을거 같네요. 이만 낮잠 자러 가볼게요 즐거운 대화 였어요 다음에 또 대화나눠요 ",정상,피싱,99.2%,X
"안녕하세요 저는 50대 남성입니다 안녕하세요 강릉사는 10대 여성입니다  네 안녕하세요. 혹시 영화 좋아하시나요? 저는 범죄 영화를 좋아해요 네 영화 평소에 집에 있을때 자주 본답니다 ~ 근데 요즘은 극장가서 볼만한게 없는거같아요  네 맞아요. 부럽네요 10대라서. 저는 소주를 일주일에 서너 번 마시는 아저씨랍니다. 소주를 좋아하시나봐요 ? 저는 빵을 무지 좋아하는데 ,,  좋아하는것을 먹는건 좋지만 과도한 음주는 몸에 해로워요  네... 제가 대학(2,3)학년때 중퇴했는데 그 때 이후로 술이 늘었네요 ㅎㅎ 저는 요즘 가끔 걱정스러울때가많아요 이제 진로를 정해야 하는 나인데 아직까지 좋아하는 것을 찾지못했거든요 한창 걱정이 많은때긴해요. 스트레스가 많으시겠어요 맞아요 요즘 부쩍 진로에 대한 스트레스가 너무 심해요 저녁 드셨나요? 저는 배달로 빵을 주문해서 먹었어요 ㅎ  빵을 좋아하시나봐요? 저는 완전 빵돌이에요 저도 완전 빵순이랍니다 제일 좋아하시는 빵이 어떻게 되나요 ? 저는 단팥빵이요. 제 최애 빵입니다 저는 단팥빵보다 크림단팥빵을 더 좋아해요~ 오늘하루도 무사히 끝났네요 마무리 잘 지으시고 저녁 챙겨 드세요 ",정상,피싱,100.0%,X
"4주만이네요. 그 동안 빵 드시면서 잘 계셨나요? 4주만이네요. 그 동안 빵 드시면서 잘 계셨나요? 네 그럭저럭요 별일 없으셨나요 ? 네 그럭저럭요 별일 없으셨나요 ? 네 그 동안 뮤지컬을 모고 봤어요 네 그 동안 뮤지컬을 모고 봤어요 뮤지컬이요? 저도 좋아하는데 뭐보셨나요??  뮤지컬이요? 저도 좋아하는데 뭐보셨나요??  저는 최근에 개봉한 역사 관련된 뮤지컬을 봤어요. 뮤지컬 좋아하시나요? 저는 최근에 개봉한 역사 관련된 뮤지컬을 봤어요. 뮤지컬 좋아하시나요? 좋아하는데 경험은 많지않아요 ~ 이번에 내한공연 오는팀이있는데 티켓팅 오픈하면 보러갈려구요^^ 좋아하는데 경험은 많지않아요 ~ 이번에 내한공연 오는팀이있는데 티켓팅 오픈하면 보러갈려구요^^ 너무 좋네요. 티케 예매하는 것도 너무 힘들더라구요... 어쩔때는 아무리 비싸게 구하려고 해도 구할 수 없어요 너무 좋네요. 티케 예매하는 것도 너무 힘들더라구요... 어쩔때는 아무리 비싸게 구하려고 해도 구할 수 없어요 먼저 채가는사람이 임자인거같아요~~~ 뮤지컬은 특히나 자리값이 가격이 좀 나가다보니... 근데 이왕볼거면 s석에서 보는게 맞다고생각해요  먼저 채가는사람이 임자인거같아요~~~ 뮤지컬은 특히나 자리값이 가격이 좀 나가다보니... 근데 이왕볼거면 s석에서 보는게 맞다고생각해요  네 완전 동의해요. 이왕 보는거 좋은 자리에서 봐야지 좋죠. 그래서 저는 가끔 피씨방도 가요 네 완전 동의해요. 이왕 보는거 좋은 자리에서 봐야지 좋죠. 그래서 저는 가끔 피씨방도 가요 콘서트는 가본적이 없는 거 같아요 저는 콘서트 가보셨어요 ? 콘서트는 가본적이 없는 거 같아요 저는 콘서트 가보셨어요 ? 네 가본적 있어요. 지금도 기억이 남는데 지금 유명한 가수 겸 배우가 신인상 받을 때 콘서트를 갔엇어요 네 가본적 있어요. 지금도 기억이 남는데 지금 유명한 가수 겸 배우가 신인상 받을 때 콘서트를 갔엇어요 와 저도 콘서트 한번 가보고싶어요 저는 팝을 좋아하거든요 ,,, 좋아하는 외국 가수가 있는데 내한공연오면 꼭 가보고싶어요 ㅠ 와 저도 콘서트 한번 가보고싶어요 저는 팝을 좋아하거든요 ,,, 좋아하는 외국 가수가 있는데 내한공연오면 꼭 가보고싶어요 ㅠ 저두요. 특히 카드 회사에서 진행하는 콘서트는 정말 가보고 싶은데 경쟁이 장난아니더라구요 저두요. 특히 카드 회사에서 진행하는 콘서트는 정말 가보고 싶은데 경쟁이 장난아니더라구요 카드회사에서도 콘서트를 진행하나보네요 처음알게됬어요 ~ 벌써 저녁시간이네요 저녁식사 맛있게하세요 ^^ 카드회사에서도 콘서트를 진행하나보네요 처음알게됬어요 ~ 벌써 저녁시간이네요 저녁식사 맛있게하세요 ^^",정상,피싱,99.9%,X
9일이나 지났네요. 잘 계셧나요? 네~~ 어제 저는 영화를 보고왔어요  그렇군요. 어떤 장르의 영화였어요? 액션영화요 !!제가 요 근래 이사때문에 정신이 없어서 연락을 못드렸네요 죄송해요  아니에요 그럴 수 있죠. 저도 액션영화 좋아해요! 이사는 어디로 가시나요? 동네에서 동네로 가요 ㅠ 전 서울로 이사를 가고싶은데 말이죠 !!  문화생활 때문에 서울로 이사오고 싶ㅇ으신가요? 문화생활도 그렇고... 뮤지컬도 보고싶고 영화무대인사도 가보고싶고 강릉엔 이런부분이 너무 제약되어있잖아요 ㅠ  하긴... 그건 그래요...그래서 문화차별이란 말도 들어볼 것 같아요 뮤지컬은 오리지널팀을 봐야한다고 하길래 ... 기회가 오면 서울로 꼭 보러갈려구요 ! 네 너무 동감해요. 고양이 관련 뮤지컬을 오리지널로 본 적 있는데 그 감동은 말로 표현 못해요 어 이번에 그 뮤지컬 내한공연 온다고 들었어요..! 티켓팅 열리면 바로 예매 할려구요  역시! 들으셨군요! 티켓팅 꿀팁을 검색하고 있었어요 벌써부터 기대되네요 ~~ 아침등교길에 바람이 엄청차가웠어요 외출하실때 옷 단단히 입고 나가시는게 좋을것같아요 ~ 고생하세요 ,정상,피싱,100.0%,X
6주만에 뵙네요. 잘 계셨나요? 네 요즘 일교차가 부쩍 심해진것 같아요  네 너무 추워요... 그런데 점심에는 살짝 덥고.. 요즘 옷은 어떻게 입고 다니세요? 교복패션이 다 거기서 거기죠 ㅠ 후드집업이나 후리스 걸치고 다녀요  저 때는 목티도 입고 그랬는데 요즘에도 비슷하네요 요즘에 목폴라 입는 친구들은 못봤어요 ....  오늘 학교가는데 너무 춥더라구요 ㅠ  그렇군요. 오늘 날씨가 추워서 이제 코트를 꺼냈어요. 저는 겨울되면 어디 나가기도 그래요 저도 겨울만 되면 움츠려져요 자동으로 .... 너무 집에만 있어버릇해서 나가는 버릇도 좀 들여야하는데 말이죠 ㅠ 요즘 볼만한  영화가 혹시 있나요 ? 이제 곧 크리스마스와 관련된 영화과 나온다는 이야기는 들었어요. 아이들영화지만요 ^^ 와 벌써 크리스마스가 코 앞이네요 ... 전 매번 크리스마스가 되면슬퍼요 . 항상 연말에 좋았던 기억이 없었거든요  왜요? 무슨일 있었나요? 저는 연말에는 항상 설랬거든요 글쎄요 이상하게 그때만 되면 안 좋은 일들이 일어난다거나 눈물로 보낸 기억밖에 없네요 ㅠㅠ..  그렇군요... 올해에는 좋은일만 있었으면 좋겠어요 맞아요 올해 이제 해봐야 두달 남았네요 저도 그렇고  남은 한해 잘 마무리 되길 제가 기도할게요 ~ ,정상,피싱,100.0%,X
안녕하세요. 저는 40대 여자입니다. 안녕하세요. 저는 63세 남자입니다. 반갑습니다. 혹시 어디 살고 계신가요? 저는 서울에 살고 있어요ㅎㅎ 거주지가 어떻게 되세요?? 저는 제주도에 살고 있어요 ~ 제주도 와보신 적 있으세요? 당연하죠. 제가 60대인데 제주도는 당연히 가봤죠ㅋㅋ 원래 제주도에 살고 계셨나요?? 네. 저는 고향이 제주도예요. 요즘 제주도에서 한달 살기가 유행이래요. 맞아요. 요즘 젊은 사람들이 많이 그렇게 하더라구요. 요즘 제주도 아파트 값도 오르지 않았나요?? 저는 주택에 살고 있어서 잘 모르는데 제주도도 땅값이 많이 오르긴 했어요. 부동산 관심 있으세요? 제가 부동산 중개인이라 관심이 많아요ㅎㅎ 사람들이 제주도로 요즘 많이 이사가더라구요. 부동산에 관심이 없을 수가 없네요 ㅋㅋㅋ 저는 궁금한게 제주도로 이사 오는 사람은 제주도에 직업을 구하고 오는 걸까요? 그렇지 않을까요?? 제가 아는 사람은 제주도에서 게스트 하우스 하더라구요. 제가 제주도 토박이인데 제주도가 정말 일자리가 없는 곳이거든요. 자영업을 하러 제주도에 오는 거면 이해가 되네요. 오랜만에 제주도 얘기하니까 고기국수가 정말 먹고싶네요ㅎㅎ. 육지 사람들한테는 제주도 고기국수가 인기가 많네요 ㅋㅋㅋ. 제주도에 사는분들은 잘 안드시나요?? 저는 개인적으로 고기보다 해산물을 더 좋아해서 고기국수 별로 안 먹어요. 오늘 대화 즐거웠습니다. 네 저도 즐거웠습니다. 다음에 기회되면 또 연락해요~~,정상,피싱,100.0%,X
혹시 부동산 중개인으로 회사에 속해서 일하시는 건가요? 아니면 본인 부동산을 운영 중이신 건가요? 저는 회사에 속해서 일하고 있어요ㅎㅎ 지금은 휴직중이에요.. 아 저도 휴직으로 고민 중이었는데 휴직 이유를 여쭤봐도 될까요? 제가 무릎이 안 좋아서 무릎 수술을 했거든요. 그래서 지금 재활치료중이에요~~ 몸이 아프셔서 휴직을 하셨군요. 얼마나 쉬기로 하셨어요? 2달이요. 회사가 그래도 사정을 봐줘서 이해해주더라구요. 다행이네요. 돈 버는 것도 중요하지만 건강이 우선이죠. 맞습니다. 근데 왜 휴직을 고민하세요?? 제가 언니랑 같이 살고 있는데 저희 언니가 아파서 제가 병간호를 하고 싶어서요. 착한 동생이네요. 언니는 어디가 아프신가요?? 제가 언니랑 나이 차이가 많이 나거든요. 아무래도 나이가 있다보니 거동이 불편해보이더라고요. 그러시군요. 회사에는 말해보셨나요?? 아직 말 못 했어요. 제가 공공기관에서 일을 하고 있어서 회사가 보수적이거든요. 그런데 공공기관은 안정적이잖아요. 휴직 해주지 않을까요?? 그렇겠죠? 간병인을 고용해야하는지 제가 휴직을 하고 언니를 보살펴야 하는지 고민이 너무 커요. 일단 최대한 휴직 얼마나 되나 회사랑 상담해보세요~~ 그래야겠어요. 계속 고민만 한다고 해결 되는 것도 하나도 없네요. 오늘 말씀 들어주셔서 감사해요. 아닙니다. 고민 있으시면 다음에 또 말씀하세요~~,정상,피싱,99.8%,X
"저 다음 주부터 6개월동안 휴직하기로 했어요! 다행이네요. 회사가 6개월 휴직을 받아주기가 쉽지 않은데 좋은회사네요ㅎㅎ. 젊었을 때 공부 열심히 해서 공공기관 들어가길 잘 했어요. 저도 열심히 공부할걸 그랬나봐요ㅎㅎ 휴직 결정되서 마음은 편하죠? 네. 이제 집에서 언니 간병만 하면 된다고 생각하니 마음이 한결 편해요. 언니분 간병하시면서 본인 건강, 생활도 잘 챙기셔야해요~~ 맞아요. 저도 이참에 집에서 좀 쉬려구요. 쉴 때 보통 뭐하세요? 저는 TV를 봐요ㅎㅎ 근데 지금 시사 프로그램만 하네요.. 저는 TV 시사 프로그램을 안좋아하는데요ㅠㅠ. 시사 주제가 뭐였나요? 저는 시사 프로그램 좋아해서 PD 수첩 방송 제일 좋아해요. 주제는 부동산 집값 이대로 괜찮은가에요ㅎㅎ 이미 제가 아는분야라 흥미가 안가네요. 아 저도 부동산은 관심 없어서 안 봐도 되겠네요. 영화는 즐겨 보세요? 네 액션영화를 좋아해서 마블 시리즈 좋아해요. 어떤 영화 좋아해요? 저는 영화 두루두루 잘 보는 편이에요. 아 그런데 스포츠 영화는 싫어하네요. 그렇군요. 저도 스포츠 영화는 본 기억이 별로 없네요. 저는 스포츠의 매력은 예측 불가능성이라고 생각하는데 스포츠 영화는 허구잖아요. 그래서 별로예요. 스포츠의 매력은 실제로 보는 것이죠ㅎㅎ 만들어진 내용은 저도 재미없다고 생각해요! 네. 다음에 서울 가면 야구장이나 가야겠어요. 오늘 대화도 즐거웠습니다. 네 저도 즐거웠어요~~다음에 또 연락해요!",정상,피싱,99.6%,X
시간 나실 때 주로 뭐 하세요? 저는 운동을 해요ㅎㅎ 운동 좋아하세요? 아니요. 저는 집에 있는 걸 좋아해요. 주로 어떤 운동 하세요? 저는 밖에서 달리기 하는 것을 좋아해요ㅎㅎ. 무릎 안 아프세요? 저는 조금 오래 걸어도 무릎이 금방 아파요 ㅠ. 젊을때 부터 단련되서 괜찮아요ㅎㅎ 저는 겨울이 기다려지네요. 겨울 좋아하세요? 저는 제주도 겨울되면 너무 추워서 겨울은 별로예요. 저는 추운날씨 좋아해서 좋아해요ㅎㅎ 겨울에 스키장 가는게 제 낙이랍니다. 연세가 있으신 편인데 스키도 즐기세요? 네 가족들이랑 가서 매년 겨울에 타요ㅎㅎ 그럼 집에서는 뭐하세요?? 보통 언니 간병하고 집 치우면서 보내죠. 그런데 요즘 심심해서 외국어 공부를 해볼까 해요. 그렇군요. 어떤 외국어를 공부하고 싶으세요?? 영어는 이미 좀 하는 편이고 일본어엔 관심이 없고 프랑스어 한번 배워보고 싶네요! 프랑스어 어렵지 않나요?? 저는 불어 들으면 머리가 멍해지더라구요ㅎㅎㅎ. 프랑스어가 처음에 문법 배우는 게 어렵대요. 그런데 전 언어는 어려울 수록 공부하는 맛이 있다고 생각해요. 멋있네요. 언니 병간호도 쉽지 않을텐데 언어공부까지 하려면 바쁘시겠어요. 하루에 한 시간씩만 내서 외국어 공부 하려구요! 오늘도 대화 나눠서 즐거웠습니다. 네 저도 즐거웠어요^^ 다음에 또 얘기하시죠~~,정상,피싱,99.9%,X
"여보세요. 고객님 맞으시죠?
네, 지금 말씀드릴 내용은 굉장히 중요하기 때문에 반드시 메모 부탁드립니다.
저는 대검찰청 금융범죄수사부 이성훈 수사관이고요, 현재 고객님의 계좌가 해외 불법 도박 자금 세탁에 사용된 정황이 포착됐습니다.
혹시 최근 타인에게 계좌나 체크카드를 전달한 적 있으신가요?
그렇지 않다면 명의 도용이 의심되며, 지금 즉시 조치하지 않으면 압류 절차가 진행될 수 있습니다.",피싱,피싱,100.0%,O
"안녕하세요. 서울지방경찰청 사이버수사대입니다.
오늘 오전에 국민은행을 통해 고객님 이름으로 의심되는 대출 신청이 확인되었고, 이 계좌가 실제로는 보이스피싱 조직의 중간 인출 계좌로 쓰였다는 제보가 접수되었습니다.
현재 조사를 위해 본인 인증이 필요한 상황이며, 본인 계좌의 보안 설정을 강화하는 절차를 진행해야 합니다.
이 과정은 모두 녹음되고 있으며, 고객님의 협조 여부에 따라 혐의 유무가 판단될 수 있으니 주의 깊게 들어주시기 바랍니다.",피싱,피싱,100.0%,O
"여보세요?
네 안녕하세요. 서울중앙지검 민원담당관실 김경호 조사관입니다.
지금 고객님 성함으로 고소장이 한 건 접수되어 있고요, 문제는 이 고소장이 금융사기와 관련된 사건으로 연결되어 있다는 점입니다.
고객님이 직접 연루된 것이 아닐 수 있지만, 현재 조사 중인 피의자의 진술에서 고객님의 이름과 전화번호가 언급되었기 때문에 신속한 본인 확인이 필요합니다.
해당 조사에 응하지 않을 경우 향후 불이익이 발생할 수 있음을 알려드립니다.",피싱,피싱,100.0%,O
